S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Page
4901.,Olympic Managem,5.67,,1.71,0.00,-0.03,93.94,0.01,-50.00,-21.71,197
4902.,Banas Finance,7.44,4.21,66.65,0.00,10.99,215.32,18.99,131.59,-21.72,197
4903.,Omnipotent,4.51,,2.73,0.00,-0.07,89.71,0.00,-100.00,-21.75,197
4904.,Shivamshree Busi,2.12,,16.04,0.00,-0.03,75.00,4.22,1658.33,-22.02,197
4905.,Kati patang Life,16.77,,68.45,0.00,-1.82,-1077.78,2.22,-38.67,-22.08,197
4906.,Ashika Credit,368.90,,1649.90,0.00,10.98,,18.09,,-22.15,197
4907.,Yunik Managing,7.12,,10.17,0.00,-0.08,-100.00,0.00,-100.00,-22.22,197
4908.,Vadivarhe Speci.,21.30,,27.23,0.00,-3.85,-18.79,17.04,17.76,-22.66,197
4909.,V R Films & Stud,14.68,,16.11,0.00,0.22,139.29,3.59,2.87,-23.09,197
4910.,Shriram AMC,335.30,,567.61,0.00,-4.40,-21.21,2.97,54.69,-23.16,197
4911.,Max India Ltd,152.23,,798.45,0.00,-34.07,-49.76,45.16,5.59,-23.63,197
4912.,Keerthi Indus,57.60,,46.20,0.00,-5.43,9.08,22.48,1.58,-24.53,197
4913.,Grill Splendour,118.00,,69.13,0.00,-3.24,-123.45,4.97,12.70,-24.53,197
4914.,Fraser & Company,8.19,,6.65,0.00,-0.10,87.50,0.00,-100.00,-24.63,197
4915.,Hipolin,57.85,,18.11,0.00,0.00,100.00,3.18,-42.39,-24.64,197
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,197
4916.,Alliance Integ.,1.75,,69.12,0.00,-23.75,-38.32,20.44,0.20,-24.67,197
4917.,Solve Plastic,24.35,,10.64,0.00,0.42,121.54,21.83,8.72,-24.67,197
4918.,Oxygenta Pharma,59.36,,219.53,0.00,-4.93,-72.98,14.30,2.07,-24.93,197
4919.,BGR Energy Sys.,337.40,,2434.73,0.00,-62.54,66.86,83.25,0.86,-25.01,197
4920.,Ortin Global,12.51,,10.17,0.00,-0.50,-6.38,0.01,-80.00,-25.11,197
4921.,Shanti Overseas,7.56,,8.40,0.00,-0.12,70.00,2.64,29.41,-25.29,197
4922.,Shah Alloys,62.52,,123.79,0.00,13.73,64.42,2.96,-95.54,-25.75,197
4923.,Benara Bearings,10.04,,17.78,0.00,-5.62,-262.58,5.89,-2.16,-26.10,197
4924.,Morarjee Text.,7.20,,26.16,0.00,-105.59,-201.43,13.22,-74.20,-26.12,197
4925.,Kesar Enterprise,4.90,,49.39,0.00,-19.47,15.13,13.66,-63.59,-26.18,197
4926.,Droneacharya Aer,37.10,,89.00,0.00,1.94,20.50,9.58,-64.39,-26.25,198
4927.,Sh. Ganesh Elas.,16.15,,8.89,0.00,-0.29,-176.32,0.67,-91.38,-26.44,198
4928.,LCC Infotech,4.81,,60.89,0.00,-0.06,86.96,0.00,-100.00,-26.46,198
4929.,Tips Films,393.15,,169.95,0.00,-14.25,-307.14,56.49,13678.05,-26.64,198
4930.,Onelife Capital,15.22,,20.33,0.00,-4.83,80.27,3.86,153.95,-26.66,198
4931.,Mudunuru,18.66,,58.97,0.00,-0.82,-105.00,0.36,-69.49,-27.01,198
4932.,Zee Media,7.33,,458.44,0.00,-15.53,68.85,178.72,36.74,-27.11,198
4933.,Madhucon Project,5.07,,37.41,0.00,-130.67,-2595.09,129.40,-31.88,-27.56,198
4934.,Vineet Laborator,33.91,,65.13,0.00,0.40,121.86,17.42,-8.12,-27.95,198
4935.,Vikalp Securitie,27.34,,8.34,0.00,-0.01,85.71,0.00,,-27.98,198
4936.,Ola Electric,31.95,,14092.60,0.00,-418.00,15.56,690.00,-43.16,-28.09,198
4937.,Capricorn System,21.72,,8.68,0.00,0.01,102.38,0.29,11.54,-28.26,198
4938.,Hindoo. Mills,178.35,,29.61,0.00,-1.48,-162.75,3.29,-12.03,-28.43,198
4939.,Quintegra Soln.,1.42,,3.81,0.00,-0.04,,0.00,,-28.57,198
4940.,Ahimsa Industrie,22.60,,12.37,0.00,-0.22,76.09,0.05,-99.26,-28.68,198
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,198
4941.,Jaybharat Text,26.16,,1001.50,0.00,-7.47,-56.28,8.38,444.16,-29.09,198
4942.,Swiggy,311.75,,86052.78,0.00,-1092.00,-75.28,5561.00,54.43,-29.22,198
4943.,Arigato Universe,40.73,,24.83,0.00,0.61,2133.33,13.45,134400.00,-29.62,198
4944.,Duke Offshore,14.07,,13.87,0.00,-0.53,17.19,0.00,,-30.04,198
4945.,Panyam Cement,126.00,,101.07,0.00,-18.89,-4.65,0.30,-99.06,-30.06,198
4946.,Krebs Biochem,62.70,,135.18,0.00,-6.14,-6.60,4.17,-67.57,-30.09,198
4947.,Sh. Rajas. Synt.,10.80,,44.00,0.00,-2.78,-8.55,3.60,12.50,-30.20,198
4948.,Jindal Leasefin,62.00,,18.66,0.00,-0.02,50.00,0.13,18.18,-30.21,198
4949.,Charms Industrie,6.96,,2.86,0.00,-0.04,0.00,0.00,,-30.30,198
4950.,Pan Electronics,40.73,,16.29,0.00,-0.81,22.12,0.40,-38.46,-30.73,198
4951.,Shahi Shipping,14.51,,21.02,0.00,-0.36,75.68,1.44,-26.90,-30.97,199
4952.,Grandma Trading,0.49,,6.40,0.00,-0.05,-200.00,0.04,-75.00,-31.02,199
4953.,Inditrade Cap.,4.46,,10.42,0.00,-96.08,-3238.02,-10.25,-124.96,-31.28,199
4954.,SVP Global,3.10,,39.22,0.00,-50.72,20.25,0.00,-100.00,-31.53,199
4955.,Suvidhaa Info.,3.20,,67.14,0.00,-1.76,54.76,1.00,-70.76,-32.08,199
4956.,Tomorrow Tech.,7.77,,89.20,0.00,0.12,103.80,0.02,-93.94,-32.30,199
4957.,Finelistings Tec,15.05,,5.47,0.00,-1.89,-52.42,4.54,-61.56,-32.56,199
4958.,Oswal Overseas,130.85,,169.09,0.00,-1.99,40.42,0.00,-100.00,-33.50,199
4959.,Hanman Fit,4.59,,4.82,0.00,-0.01,98.08,0.10,,-33.74,199
4960.,Nihar Info Glob.,6.64,,6.91,0.00,1.31,520.00,5.92,1060.78,-34.03,199
4961.,Ankit Met.Power,1.75,,24.69,0.00,-76.06,-76.27,146.87,-25.51,-34.20,199
4962.,Simplex Papers,1484.95,,4.46,0.00,-0.03,40.00,0.00,,-34.78,199
4963.,HCL Infosystems,12.33,,405.92,0.00,-5.50,29.85,5.07,-25.33,-35.14,199
4964.,Pan India Corpor,2.03,,43.49,0.00,-0.10,-66.67,0.00,,-36.35,199
4965.,Rishabh Sp. Yarn,49.00,,17.45,0.00,-0.01,75.00,0.00,,-36.67,199
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,199
4966.,Savani Financial,13.66,,43.65,0.00,-3.21,-154.76,3.43,369.86,-36.86,199
4967.,Supreme Engg.,1.40,,34.99,0.00,-0.65,30.85,5.14,31.46,-37.17,199
4968.,Varvee Global,129.17,16.74,332.80,0.00,10.21,23.46,27.83,79.78,-37.31,199
4969.,Iykot Hitech,16.47,,16.77,0.00,-0.41,-485.71,0.62,-64.77,-37.66,199
4970.,Gravity (India),12.86,7.47,11.58,0.00,1.45,205.07,20.44,20340.00,-38.24,199
4971.,Orissa Minerals,4328.00,,2596.80,0.00,3.14,297.47,25.13,7.44,-38.52,199
4972.,Venlon Enterpris,5.30,,27.69,0.00,-0.46,-9.52,2.54,-18.33,-38.61,199
4973.,ANS Industries,19.29,,17.85,0.00,-0.06,96.43,0.00,,-39.82,199
4974.,Waaree Tech.,183.95,,198.08,0.00,-1.72,34.35,4.11,-26.61,-39.85,199
4975.,Ecoboard Inds.,56.38,,129.48,0.00,-2.95,-9.67,4.91,50.15,-40.18,199
4976.,Gayatri BioOrga.,13.60,,107.15,0.00,-0.21,-16.67,0.00,,-40.72,200
4977.,Spectra Industri,5.09,,3.60,0.00,-1.23,16.89,0.00,,-40.85,200
4978.,Ceenik Exports,286.15,,115.03,4.37,-3.03,-170.79,0.00,,-41.23,200
4979.,Sikozy Realtors,1.13,,5.04,0.00,-0.07,-250.00,0.00,,-41.67,200
4980.,Brawn Biotech,22.00,,6.60,0.00,0.07,120.59,4.89,48.18,-42.52,200
4981.,Nitco,80.62,,1847.13,0.00,0.94,102.18,107.70,63.16,-42.87,200
4982.,SGN Telecoms,0.64,,5.17,0.00,-0.03,50.00,0.00,,-43.37,200
4983.,Regency Ceramics,46.16,84.76,122.05,0.00,-4.23,-64.59,8.76,623.97,-43.47,200
4984.,Net Avenue,3.80,,8.15,0.00,-1.18,46.85,11.69,-17.56,-43.93,200
4985.,Lypsa Gems,4.91,,14.48,0.00,0.10,900.00,7.17,159.78,-45.08,200
4986.,Satiate Agri,23.33,,6.83,0.00,-0.08,,1.22,,-46.05,200
4987.,NDTV,81.12,,915.23,0.00,-74.01,-40.44,122.27,9.84,-47.81,200
4988.,Unitech,4.96,,1297.68,0.00,-738.72,9.30,136.05,86.78,-47.93,200
4989.,Innovative Tyres,85.05,,85.05,0.00,-7.07,-2337.93,27.29,92.45,-49.53,200
4990.,GCM Commodity,4.51,,3.35,0.00,-1.96,-732.26,0.00,,-49.66,200
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,200
4991.,Beeyu Overseas,2.70,,3.82,0.00,0.01,116.67,0.00,,-50.00,200
4992.,Hasti Finance,7.87,,8.53,0.00,-4.51,,0.03,-72.73,-50.56,200
4993.,Trustwave,18.00,,11.77,0.00,-0.03,-200.00,0.00,,-51.43,200
4994.,Integ. Hitech,3.05,,3.05,0.00,-0.17,-240.00,0.01,,-52.60,200
4995.,Williamson Magor,29.53,,32.36,0.00,-23.21,-631.12,0.06,-95.62,-52.89,200
4996.,Kobo Biotech,2.27,,5.41,0.00,-1.33,-8.13,0.00,,-52.90,200
4997.,SC Agrotech,34.18,497.81,209.08,0.00,0.21,210.53,5.02,,-53.93,200
4998.,Unipro Technolgy,13.05,,7.94,0.00,-0.28,-1300.00,0.00,,-56.00,200
4999.,VXL Instruments,3.69,,4.92,0.00,-0.11,42.11,0.00,,-56.25,200
5000.,Harmony Capital,76.69,,23.01,0.00,-0.02,87.50,0.00,,-57.69,200
5001.,Khyati Multimed.,2.57,,2.78,0.00,-0.04,-104.88,0.00,-100.00,-60.48,201
5002.,Omaxe,75.02,,1372.12,0.00,-166.42,30.48,320.82,-17.57,-61.38,201
5003.,Blu.Coast Hotel.,27.99,,48.12,0.00,-0.27,-217.39,0.57,,-62.61,201
5004.,Tarapur Trans,25.28,,49.30,0.00,-0.44,35.29,0.00,,-63.15,201
5005.,Incon Engineers,12.87,,5.57,0.00,-0.14,-27.27,0.00,,-64.15,201
5006.,Ather Energy,621.20,,23719.97,0.00,-154.10,21.86,898.90,54.05,-65.71,201
5007.,Peoples Invest,191.80,,3.84,0.00,-0.01,0.00,0.00,,-66.67,201
5008.,Saptak Chem &,42.44,,4.55,0.00,-0.11,,0.00,,-66.67,201
5009.,Soma Papers,227.65,11429.57,2628.80,0.00,-0.03,93.33,0.00,,-69.09,201
5010.,Sri Chakra Cem.,61.30,,55.17,0.00,-5.01,68.84,34.46,55.93,-69.71,201
5011.,Future Lifestyle,1.33,,26.84,0.00,-7.53,96.27,177.61,-78.68,-72.64,201
5012.,Silveroak Comm,5.29,,1.45,0.00,-0.14,84.62,0.00,-100.00,-77.32,201
5013.,Nilachal Refract,33.77,,68.76,0.00,-3.53,-740.48,0.45,55.17,-77.79,201
5014.,G-Tec Janix,19.89,,20.27,0.00,0.16,1500.00,2.14,-1.38,-79.63,201
5015.,Rama Paper Mills,12.62,,12.20,0.00,-1.66,55.74,1.10,-39.89,-83.31,201
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,201
5016.,Chrome Silicon,40.82,,66.92,0.00,-3.00,-39.53,0.29,-97.32,-86.58,201
5017.,Suven Life Scie.,134.07,,3049.75,0.00,-77.31,-55.74,0.92,-64.20,-86.96,201
5018.,Siddha Ventures,5.49,,5.49,0.00,-0.10,-103.51,1.07,-65.37,-90.31,201
5019.,BEML Land Assets,197.56,,822.73,0.00,-0.46,-4.55,0.00,,-100.00,201
5020.,Callista Indus.,133.45,,40.66,0.00,-0.05,-400.00,0.00,,-104.13,201
5021.,AI Champ.Inds.,29.56,,90.91,0.00,-5.82,51.98,64.12,195.21,-107.23,201
5022.,TMT (I),6.64,,3.29,0.00,0.00,100.00,0.00,,-107.32,201
5023.,Glittek Granites,23.76,2.78,61.68,0.00,-0.40,96.81,0.00,-100.00,-115.33,201
5024.,Winny Immigratio,63.95,,13.88,0.00,-1.70,14.57,1.79,-58.08,-116.40,201
5025.,Aadi Industries,10.19,,10.19,0.00,-0.03,40.00,0.00,,-123.08,201
5026.,Tejassvi Aaharam,26.21,,18.35,0.00,-0.31,-93.75,22.42,379.06,-123.08,202
5027.,Madhur Inds,5.06,,2.07,0.00,-0.08,81.40,0.00,,-123.74,202
5028.,PFL Infotech,5.55,,4.15,0.00,-0.03,-50.00,0.00,,-125.00,202
5029.,Deccan Bearings,304.10,,608.20,0.00,-0.04,0.00,0.00,,-126.67,202
5030.,Lexoraa Ind,18.09,,7.11,0.00,-0.10,0.00,2.79,973.08,-130.30,202
5031.,Ace Engitech,128.00,,10.99,0.00,-0.13,-62.50,0.00,,-147.69,202
5032.,Tarai Foods,6.57,,11.65,0.00,-0.11,-320.00,0.00,,-150.00,202
5033.,Pratiksha Chem.,21.80,,12.14,0.00,6.60,-392.31,2.17,30.72,-150.99,202
5034.,Sir Shadi Lal,225.00,,118.13,0.00,-12.24,-44.85,95.46,322.39,-153.83,202
5035.,SER Industries,761.90,754.30,75.43,0.00,0.00,100.00,0.03,,-157.45,202
5036.,Tacent Projects,40.44,,14.19,0.00,-0.01,66.67,0.00,,-160.00,202
5037.,RSC Internl.,63.00,,36.22,0.00,-0.02,0.00,0.00,-100.00,-167.74,202
5038.,Roselabs Finance,26.05,,26.05,0.00,-0.04,63.64,1.21,,-175.76,202
5039.,Span Divergent,31.69,,17.31,0.00,-0.18,-200.00,7.65,173.21,-186.79,202
5040.,Intl. Data Mgt.,30.12,,6.63,0.00,-0.01,0.00,0.00,,-200.00,202
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,202
5041.,SAB Events,12.19,,12.78,0.00,-0.14,36.36,0.55,-5.17,-200.00,202
5042.,Jagjanani Text.,4.10,,6.40,0.00,-0.03,,0.00,,-233.33,202
5043.,Heera Ispat,7.60,,4.47,0.00,-0.05,-400.00,0.00,,-235.90,202
5044.,Epsom Properties,7.60,,5.66,0.00,-0.04,33.33,0.00,,-270.59,202
5045.,SPARC,124.94,,4054.57,0.00,-75.97,29.45,7.86,-38.88,-297.83,202
5046.,Risa Internatio.,0.56,,8.93,0.00,-0.10,0.00,0.00,,-331.09,202
5047.,Svarnim Trade Ud,10.47,,2.55,0.00,0.00,100.00,0.00,,-400.00,202
5048.,MEP Infrast.,1.50,,27.52,0.00,-604.90,-767.36,20.49,1.84,-401.21,202
5049.,Reliance Home,2.92,,141.64,0.00,-0.69,89.78,0.00,-100.00,-432.21,202
5050.,Unitech Internat,3.76,,3.80,0.00,-0.34,94.04,0.00,100.00,-536.59,202
5051.,EMA India,451.10,,45.56,0.00,6.90,-836.36,0.00,,-1036.36,203
5052.,CMX Holdings,50.90,,57.74,0.00,-0.21,-2200.00,0.00,,-1250.00,203
5053.,Sharp India,38.83,,100.73,0.00,-7.44,-10.02,0.00,,-1695.92,203
5054.,Pasupati Fincap,16.63,,7.82,0.00,-0.07,-40.00,0.05,,-2700.00,203
5055.,MPL Plastics,6.85,,8.56,0.00,-0.12,-9.09,0.00,,-4800.00,203
5056.,SHRI NIWAS L& F.,9.78,0.03,35.89,0.00,0.37,270.00,0.34,47.83,-55664.59,203
5057.,PAE,9.67,0.07,0.97,0.00,-0.09,-50.00,0.00,,,203
5058.,Mipco Seaml Ring,27.00,,9.68,0.00,0.04,200.00,0.55,,,203
5059.,Quantum Digital,21.71,12.92,6.59,0.00,-0.02,-116.67,0.00,,,203
5060.,Modern Dairies,35.40,3.91,90.69,0.00,1.69,-49.10,81.96,11.00,,203
5061.,Omega Ag Seeds,10.50,18.04,8.30,0.00,-0.02,87.50,0.00,,,203
5062.,Monind,31.04,,11.43,0.00,-0.69,-13.11,0.00,,,203
5063.,Suryo Foods,22.15,39.86,8.77,0.00,-0.06,-500.00,0.00,,,203
5064.,V R Woodart,53.44,,154.34,0.00,-0.27,-1250.00,0.00,,,203
5065.,Ansal Properties,3.11,,48.95,0.00,13.21,270.03,12.77,-84.66,,203
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,203
5066.,Modipon,33.21,,38.45,0.00,-0.11,42.11,0.00,,,203
5067.,Cresanto Global,4.02,,1.72,0.00,-0.01,50.00,0.05,,,203
5068.,Switching Tech.,73.57,,18.02,0.00,-1.75,8.38,2.22,12.12,,203
5069.,GTL Infra.,1.02,,1306.53,0.00,-193.47,9.61,356.49,5.98,,203
5070.,Vas Infra.,13.54,,20.49,0.00,0.09,139.13,0.00,,,203
5071.,Silicon Valley,0.03,,0.39,0.00,-0.07,-16.67,0.00,,,203
5072.,Starcom Info.,78.72,,39.36,0.00,-1.20,-16.50,0.48,-37.66,,203
5073.,Guj. State Fin.,11.26,,100.34,0.00,-31.96,-1.04,0.05,-85.29,,203
5074.,Quadrant Tele.,0.31,,18.98,0.00,-13.82,54.09,54.41,-13.77,,203
5075.,TCI Finance,21.96,8.10,28.26,0.00,-0.38,5.00,0.00,,,203
5076.,Manipal Fin. Cor,11.00,,9.22,0.00,-0.01,50.00,0.05,-37.50,,204
5077.,Jayabharat Cred.,14.84,,7.42,0.00,-0.24,-14.29,0.00,,,204
5078.,Invigorated Bus.,6.24,,25.12,0.00,-0.08,-33.33,0.00,,,204
5079.,Popees Cares,12.90,,7.83,0.00,-0.11,-22.22,0.00,,,204
5080.,Amalgamated Elec,75.90,,21.07,0.00,-0.05,-150.00,0.00,,,204
5081.,Premium Capital,7.50,,4.92,0.00,0.02,-71.43,3.14,23.62,,204
5082.,Tricom Fruit,2.18,,4.16,0.00,-0.07,,0.00,,,204
5083.,Impex Ferro Tech,1.74,,15.30,0.00,-1.81,1.63,0.00,,,204
5084.,Yashraj Contain.,5.10,,8.67,0.00,-0.22,-155.00,0.00,,,204
5085.,T N Telecom.,9.14,,41.75,0.00,-4.30,-30.70,0.00,,,204
5086.,Shyam Telecom,10.50,,11.83,0.00,-0.45,0.00,0.00,,,204
5087.,GTL,7.00,,110.11,0.00,-39.47,-411.88,55.40,-20.73,,204
5088.,Shree Precoated,12.10,,5.01,0.00,-0.16,0.00,0.00,,,204
5089.,Mukat Pipes,26.59,,31.46,0.00,-0.34,-780.00,0.51,-27.14,,204
5090.,Deccan Polypacks,29.00,10.39,6.13,0.00,-0.02,-100.00,0.00,,,204
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,204
5091.,Omkar Overseas,8.42,,4.21,0.00,-0.03,0.00,0.00,,,204
5092.,Ventura Textiles,8.71,,16.94,0.00,-0.07,30.00,0.00,-100.00,,204
5093.,Anirit Ventures,38.14,,22.88,0.00,-0.86,-1620.00,0.00,-100.00,,204
5094.,Vardhman Polytex,6.06,8.77,278.09,0.00,6.46,925.40,61.72,-4.16,,204
5095.,Eureka Industrie,7.55,4.13,6.61,0.00,0.25,-45.65,29.21,287.40,,204
5096.,Mid India Inds.,7.16,1167.00,11.67,0.00,-0.01,0.00,1.31,-15.48,,204
5097.,Sri Lak.Sar.Arni,25.75,,8.57,0.00,-3.30,37.38,23.40,-0.21,,204
5098.,Manor Estates,13.18,,10.86,0.00,-0.25,-122.32,0.00,-100.00,,204
5099.,Modella Woollens,60.00,,5.46,0.00,-0.09,-800.00,0.00,,,204
5100.,Meyer Apparel,1.90,,15.30,0.00,-0.17,37.04,0.01,-96.15,,204
5101.,Priya,18.48,,5.54,0.00,-0.95,5.00,0.00,,,205
5102.,Rajvir Inds.,8.45,,3.38,0.00,-8.52,2.29,6.45,-15.91,,205
5103.,E-Land Apparel,11.48,,55.09,0.00,-19.44,-5790.91,33.75,-23.97,,205
5104.,Simplex Mills,4957.50,,14.87,0.00,-0.02,-100.00,0.06,100.00,,205
5105.,NB Footwear,6.84,,9.23,0.00,-0.03,25.00,0.00,,,205
5106.,Welterman Intl.,25.15,,11.17,0.00,-0.16,-700.00,0.00,,,205
5107.,Coral Newsprints,13.35,,6.75,0.00,-0.09,25.00,0.00,,,205
5108.,Univa Foods,11.62,,16.64,0.00,0.00,,0.00,-100.00,,205
5109.,Galaxy Cloud,14.69,75.38,73.12,0.00,0.01,-89.50,10.62,85.02,,205
5110.,Educomp Sol.,1.08,,13.23,0.00,-1.66,89.59,0.43,-25.86,,205
5111.,Infomedia Press,5.60,,28.11,0.00,-0.91,13.51,0.00,,,205
5112.,Foundry Fuel,5.73,,4.60,0.00,-0.05,-25.00,0.00,,,205
5113.,Rajeswari Infra.,4.74,,2.62,0.00,-0.08,61.90,0.00,-100.00,,205
5114.,Esha Media,34.46,,26.90,0.00,-0.34,90.88,0.70,84.21,,205
5115.,Integ. Thermopl.,8.75,,5.50,0.00,-1.30,39.81,0.36,-79.55,,205
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,205
5116.,Rajas. Petro Syn,13.17,33.84,21.32,0.00,0.00,,0.06,0.00,,205
5117.,Thakral Services,12.99,,15.24,0.00,-0.11,26.67,0.16,128.57,,205
5118.,Binny Mills,235.60,,60.86,0.00,-2.66,42.42,1.56,3.31,,205
5119.,Rekvina Labs,9.93,,5.99,0.00,-0.03,57.14,0.20,,,205
5120.,Axentra Corp,364.50,,353.57,0.00,-0.05,-117.86,0.00,-100.00,,205
5121.,Standard Shoe,21.45,,11.11,0.00,-0.01,66.67,0.00,,,205
5122.,Filtron Engineer,105.35,,27.60,0.00,-0.10,-900.00,0.00,-100.00,,205
5123.,Harig Crankshaft,6.49,,6.81,0.00,-1.84,22.03,0.00,,,205
5124.,TECIL Chemical,16.10,,30.53,0.00,-0.11,-10.00,0.00,,,205
5125.,Grand Foundry,11.25,,34.23,0.00,-0.32,-100.00,0.00,,,205
5126.,Natl. Plywood,3.62,,8.92,0.00,-0.55,-184.62,2.11,-79.37,,206
5127.,Miven Mach. Tool,83.00,,24.93,0.00,-0.15,0.00,0.00,,,206
5128.,Adline Chem Lab,12.31,,7.20,0.00,-0.07,22.22,0.00,,,206
5129.,B J Duplex Board,20.70,,39.39,0.00,-0.05,-66.67,0.00,,,206
5130.,Future Ent. DVR,2.95,,11.62,0.00,6.10,-90.68,2899.46,22.43,,206
5131.,Jain Irrigat-DVR,24.82,,47.89,0.00,20.42,85.30,1092.49,7.78,,206
5132.,Aananda Lakshmi,13.80,1.35,4.83,0.00,0.16,344.44,0.07,16.67,,206
5133.,Bluegod Enterta.,4.29,40.93,236.19,0.00,5.08,2108.70,12.00,4515.38,,206
5134.,Adhbhut Infra.,14.30,,15.73,0.00,-0.29,-31.82,0.15,-34.78,,206
5135.,Balkrishna Paper,17.00,,54.77,0.00,-1.78,26.52,1.02,,,206
5136.,Aban Offshore,22.20,,129.57,0.00,-307.44,-166.62,104.77,-9.05,,206
5137.,Alps Industries,3.43,,13.42,0.00,-17.10,-8.37,0.00,,,206
5138.,Arshiya,1.26,,33.20,0.00,-2417.06,-59.78,34.02,-3.63,,206
5139.,BIL Vyapar,7.00,,21.96,0.00,-0.81,-47.27,0.00,,,206
5140.,Cranes Software,4.20,,63.82,0.00,-12.20,38.17,1.69,-5.59,,206
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,206
5141.,Diamond Power,123.40,105.27,6502.82,0.00,27.73,593.25,438.33,75.12,,206
5142.,Dish TV India,3.32,,611.31,0.00,-132.65,-254.87,291.13,-26.41,,206
5143.,Essar Shipping,23.19,9.20,479.98,0.00,-15.65,-130.75,0.01,-99.99,,206
5144.,Golden Tobacco,30.54,10.15,53.78,0.00,-1.55,-187.04,3.80,-18.28,,206
5145.,Hitech Corp.,160.00,22.64,274.81,0.62,4.17,50.00,164.38,12.20,,206
5146.,HMT,42.06,,1495.66,0.00,-39.08,-44.26,25.83,-37.89,,206
5147.,IDream Film,332.40,,4.99,0.00,-0.05,0.00,0.00,,,206
5148.,IL&FS Engg.,23.43,,307.22,0.00,-1.26,88.26,54.53,-17.24,,206
5149.,Indiabulls,11.44,150.40,2659.09,0.00,75.31,736.52,236.27,105.65,,206
5150.,Trans India,5.67,175.17,40.29,0.00,-0.33,-171.74,11.27,-0.18,,206
5151.,Kesar Terminals,74.90,,81.84,0.00,-17.37,-13.64,8.12,-0.12,,207
5152.,Muller & Phipps,217.00,169.50,13.56,0.00,-0.03,86.96,1.82,50.41,,207
5153.,Satchmo Holdings,3.29,,47.98,0.00,51.64,441.03,8.92,48.42,,207
5154.,Rama Petrochem,13.94,,14.60,0.00,-1.77,-3.51,0.13,333.33,,207
5155.,Kridhan Infra,3.55,31.16,33.65,0.00,0.26,200.00,1.25,,,207
5156.,Reliance Communi,1.03,,284.85,0.00,-2701.00,-174.19,87.00,-1.14,,207
5157.,Royal India Corp,6.20,6.00,73.14,0.00,1.58,652.38,4.38,-94.52,,207
5158.,Sea TV Network,4.41,,5.30,0.00,0.41,920.00,1.90,-42.77,,207
5159.,SRM Energy Ltd,13.51,,12.24,0.00,-0.09,0.00,0.00,,,207
5160.,S T C,113.27,19.77,679.62,0.00,9.82,-64.17,0.00,,,207
5161.,Supreme Infra.,83.75,,215.22,0.00,6305.92,53.16,13.50,32.48,,207
5162.,Surana Solar,24.07,,118.44,0.00,0.12,,2.09,,,207
5163.,Sylph Industries,0.52,22.74,64.12,0.00,3.72,12500.00,42.92,,,207
5164.,Siti Networks,0.33,,28.78,0.00,-44.13,2.98,270.68,-12.21,,207
5165.,Zenith Steel,5.09,16.02,72.42,0.00,0.72,276.19,14.04,-53.31,,207
